12,480,0.822,0.818,0.818,0.819,0:00:05.457623,

18,720,0.829,0.826,0.826,0.826,0:00:11.459917,

24,960,0.828,0.826,0.826,0.826,0:00:18.288262,

32,1280,0.832,0.824,0.823,0.824,0:00:20.039665,

48,1920,0.832,0.825,0.825,0.825,0:00:43.490121,

64,2560,0.832,0.825,0.825,0.825,0:01:18.641665,

Model Size (KB), Nodes Count, Train Accuracy, Test Accuracy, R2, MAE, MSE, Training Time,
2,80,0.814,0.812,0.248,0.188,0.188,0:00:00.544153,

Model Size (KB), Nodes Count, Train Accuracy, Test Accuracy, R2, MAE, MSE, Training Time,
6,240,0.817,0.815,0.259,0.185,0.185,0:00:02.137690,

Model Size (KB), Nodes Count, Train Accuracy, Test Accuracy, R2, MAE, MSE, Training Time,
12,480,0.822,0.818,0.273,0.182,0.182,0:00:05.864734,

Model Size (KB), Nodes Count, Train Accuracy, Test Accuracy, R2, MAE, MSE, Training Time,
2,80,0.814,0.812,0.812,0.812,0:00:00.540594,

6,240,0.817,0.815,0.815,0.815,0:00:01.893945,

